brand_name,generic_name,status,reason_for_shortage,update_date,initial_posting_date
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/19/2026,10/12/2022
AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
FUROSEMIDE,FUROSEMIDE,Current,,03/23/2026,04/07/2020
POTASSIUM CITRATE,POTASSIUM CITRATE,To Be Discontinued,,07/17/2025,07/17/2025
,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,,06/13/2025,06/13/2025
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/18/2026,07/26/2023
EPITOL,CARBAMAZEPINE,To Be Discontinued,,06/10/2025,06/10/2025
VICTOZA,LIRAGLUTIDE,Current,,03/16/2026,07/18/2023
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,To Be Discontinued,,11/19/2025,11/19/2025
,Prazosin Hydrochloride Capsule,To Be Discontinued,,04/28/2023,04/28/2023
ETOMIDATE,ETOMIDATE,Current,,03/12/2026,10/05/2022
DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Current,,03/27/2026,12/15/2021
CARBOPLATIN,CARBOPLATIN,Current,,03/13/2026,04/28/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,07/14/2023
DILAUDID,HYDROMORPHONE HYDROCHLORIDE,Current,,03/17/2026,10/31/2017
,Atropine Sulfate Injection,To Be Discontinued,,11/07/2025,11/07/2025
,Everolimus Tablet,To Be Discontinued,,11/03/2025,11/03/2025
MIDAZOLAM,MIDAZOLAM HYDROCHLORIDE,Current,,03/13/2026,04/02/2020
CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,To Be Discontinued,,08/01/2025,08/01/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,Current,,03/18/2026,07/14/2023
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/13/2026,10/31/2017
TIGLUTIK,RILUZOLE,Current,,03/16/2026,01/26/2024
,Flurazepam Hydrochloride Capsule,Current,,01/14/2026,08/03/2022
,Morphine Sulfate Injection,To Be Discontinued,,07/08/2025,07/08/2025
,Dexmedetomidine Hydrochloride Injection,Current,,03/17/2026,04/10/2020
VYVANSE,LISDEXAMFETAMINE DIMESYLATE,Current,,01/09/2026,07/14/2023
INSULIN ASPART,INSULIN ASPART,To Be Discontinued,,07/21/2025,07/21/2025
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/12/2026,02/15/2023
FUROSEMIDE,FUROSEMIDE,Current,,09/29/2025,04/07/2020
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
DEXMEDETOMIDINE,DEXMEDETOMIDINE,Current,,03/18/2026,04/10/2020
LORAZEPAM,LORAZEPAM,Current,,03/17/2026,05/03/2018
LACTATED RINGERS,"SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, AND CALCIUM CHLORIDE",Resolved,,10/03/2025,10/11/2024
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
FUROSEMIDE,FUROSEMIDE,Current,,03/16/2026,04/07/2020
NYAMYC,NYSTATIN,To Be Discontinued,,04/28/2025,04/28/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,03/01/2022
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/16/2026,07/26/2023
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
SODIUM BICARBONATE,SODIUM BICARBONATE,Current,,03/13/2026,03/01/2017
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/13/2026,10/31/2017
TAMIFLU,OSELTAMIVIR PHOSPHATE,To Be Discontinued,,09/30/2025,09/30/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,02/14/2022
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/02/2026,07/26/2023
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,To Be Discontinued,,04/10/2025,04/10/2025
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/13/2026,10/31/2017
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,05/19/2025,05/19/2025
DEXTROSE,DEXTROSE,Current,,03/19/2026,02/14/2022
HYRIMOZ,ADALIMUMAB-ADAZ,To Be Discontinued,,04/14/2025,04/14/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,07/14/2023
QUDEXY XR,TOPIRAMATE,To Be Discontinued,,04/24/2025,04/24/2025
INSULIN ASPART,INSULIN ASPART,To Be Discontinued,,07/21/2025,07/21/2025
KLOR-CON,POTASSIUM CHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
,Doxycycline Hyclate Tablet,To Be Discontinued,,01/12/2026,01/12/2026
ADDERALL,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,Current,,03/18/2026,07/14/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,08/19/2025,02/20/2018
LACTATED RINGERS,"SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, AND CALCIUM CHLORIDE",Resolved,,10/03/2025,10/11/2024
,Quinapril Hydrochloride Tablet,To Be Discontinued,,10/01/2025,10/01/2025
XYLOCAINE MPF,"LIDOCAINE HYDROCHLORIDE,EPINEPHRINE BITARTRATE",Current,,03/17/2026,10/14/2016
MIDAZOLAM,MIDAZOLAM,Current,,03/12/2026,04/02/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/12/2026,07/14/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,03/13/2026,02/20/2018
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
RIFAMPIN,RIFAMPIN,Current,,03/17/2026,02/17/2021
XYLOCAINE,"LIDOCAINE HYDROCHLORIDE,EPINEPHRINE BITARTRATE",Current,,03/17/2026,10/14/2016
MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,To Be Discontinued,,04/28/2025,04/28/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,03/18/2026,03/23/2018
FENTANYL CITRATE,FENTANYL CITRATE,Current,,03/13/2026,01/01/2012
NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,To Be Discontinued,,01/12/2026,01/12/2026
HYRIMOZ,ADALIMUMAB-ADAZ,To Be Discontinued,,04/14/2025,04/14/2025
CARBAMAZEPINE,CARBAMAZEPINE,To Be Discontinued,,06/10/2025,06/10/2025
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE,Current,,02/02/2026,08/03/2022
OMEPRAZOLE,OMEPRAZOLE,To Be Discontinued,,10/09/2025,10/09/2025
LORAZEPAM,LORAZEPAM,Current,,03/12/2026,09/05/2018
CARBOPLATIN,CARBOPLATIN,Current,,03/16/2026,04/28/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/18/2026,07/14/2023
STERILE WATER,WATER,Current,,03/18/2026,04/28/2023
GLYBURIDE,GLYBURIDE,To Be Discontinued,,06/10/2025,06/10/2025
PHENOBARBITAL,PHENOBARBITAL,To Be Discontinued,,10/31/2025,10/31/2025
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/16/2026,07/26/2023
CLONAZEPAM,CLONAZEPAM,Current,,03/17/2026,03/10/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/12/2026,07/14/2023
SUMATRIPTAN,SUMATRIPTAN,To Be Discontinued,,09/08/2025,09/08/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,10/15/2025,10/12/2022
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,11/21/2025,11/21/2025
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/02/2026,07/26/2023
CLONAZEPAM,CLONAZEPAM,Current,,08/19/2025,03/10/2023
MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,Current,,03/12/2026,05/30/2025
BACLOFEN,BACLOFEN,To Be Discontinued,,04/23/2025,04/23/2025
HEPARIN SODIUM,HEPARIN SODIUM,Current,,03/17/2026,11/14/2017
QUINAPRIL,QUINAPRIL,Current,,03/02/2026,01/19/2023
ADDERALL,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
DEXMEDETOMIDINE,DEXMEDETOMIDINE,Current,,03/18/2026,04/10/2020
,Methotrexate Injection,To Be Discontinued,,08/29/2025,08/29/2025
ALLOPURINOL,ALLOPURINOL,To Be Discontinued,,02/19/2026,02/19/2026
IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE,To Be Discontinued,,02/24/2026,02/24/2026
QUINAPRIL AND HYDROCHLOROTHIAZIDE,QUINAPRIL AND HYDROCHLOROTHIAZIDE,Current,,02/02/2026,01/19/2023
MIDAZOLAM,MIDAZOLAM,Current,,03/12/2026,04/02/2020
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/17/2026,04/10/2020
CONCERTA,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/17/2026,07/26/2023
BUMETANIDE,BUMETANIDE,To Be Discontinued,,05/02/2025,05/02/2025
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,09/17/2025,03/23/2018
RIFAMPIN,RIFAMPIN,Current,,03/05/2026,12/22/2021
MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,To Be Discontinued,,04/28/2025,04/28/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,02/14/2022
DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Current,,03/27/2026,12/15/2021
MARCAINE WITH EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/13/2026,02/20/2018
DEXTROAMPHETAMINE SACCHARATE AND AMPHETAMINE ASPARTATE AND DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE,DEXTROAMPHETAMINE SACCHARATE AND AMPHETAMINE ASPARTATE AND DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE,Current,,03/16/2026,10/12/2022
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,11/13/2025,03/27/2018
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
DEXTROSE,DEXTROSE,Current,,03/19/2026,02/14/2022
OMVOH,MIRIKIZUMAB-MRKZ,To Be Discontinued,,12/22/2025,12/22/2025
CARBATROL,CARBAMAZEPINE,To Be Discontinued,,12/19/2025,12/19/2025
,Lidocaine Hydrochloride Injection,Current,,08/19/2025,02/22/2012
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,03/18/2026,03/23/2018
OMEPRAZOLE,OMEPRAZOLE,To Be Discontinued,,10/09/2025,10/09/2025
,Doxycycline Hyclate Tablet,To Be Discontinued,,01/12/2026,01/12/2026
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/17/2026,10/31/2017
CLINDAMYCIN,CLINDAMYCIN PHOSPHATE,Current,,03/16/2026,03/21/2023
LIDOCAINE HYDROCHLORIDE AND DEXTROSE,LIDOCAINE HYDROCHLORIDE,Current,,03/23/2026,10/25/2017
SODIUM ACETATE,SODIUM ACETATE,Current,,03/13/2026,02/03/2016
PHENOBARBITAL,PHENOBARBITAL,To Be Discontinued,,10/31/2025,10/31/2025
LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/22/2012
ADDERALL,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
CLEOCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Current,,03/13/2026,03/21/2023
LINCOMYCIN,LINCOMYCIN HYDROCHLORIDE,To Be Discontinued,,03/26/2026,03/26/2026
STERILE WATER,WATER,Current,,03/13/2026,11/23/2021
PILOCARPINE HYDROCHLORIDE,PILOCARPINE HYDROCHLORIDE,To Be Discontinued,,09/19/2025,09/19/2025
XYLOCAINE,"LIDOCAINE HYDROCHLORIDE,EPINEPHRINE BITARTRATE",Current,,03/17/2026,10/14/2016
OMEPRAZOLE,OMEPRAZOLE,To Be Discontinued,,10/09/2025,10/09/2025
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,03/18/2026,02/08/2019
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,12/15/2025,07/14/2023
STERILE WATER,WATER,Current,,03/23/2026,04/28/2023
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,11/21/2025,11/21/2025
FENTANYL CITRATE,FENTANYL CITRATE,Current,,03/13/2026,01/01/2012
OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,To Be Discontinued,,05/14/2025,05/14/2025
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,03/12/2026,02/08/2019
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS,CII","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 15 MG,CLL",Current,,03/17/2026,10/12/2022
AZELASTINE HYDROCHLORIDE AND FLUTICASONE PROPIONATE,AZELASTINE HYDROCHLORIDE AND FLUTICASONE PROPIONATE,To Be Discontinued,,09/04/2025,09/04/2025
QUINAPRIL,QUINAPRIL,Current,,03/02/2026,01/19/2023
FENTANYL CITRATE,FENTANYL CITRATE,Current,,03/17/2026,01/01/2012
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/27/2026,04/10/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/16/2026,07/14/2023
,Baclofen Tablet,To Be Discontinued,,04/23/2025,04/23/2025
QUINAPRIL AND HYDROCHLOROTHIAZIDE,QUINAPRIL AND HYDROCHLOROTHIAZIDE,Current,,02/02/2026,01/19/2023
AIRDUO RESPICLICK,FLUTICASONE PROPIONATE AND SALMETEROL,To Be Discontinued,,06/13/2025,06/13/2025
,Anagrelide Hydrochloride Capsule,To Be Discontinued,,11/19/2025,11/19/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,02/14/2022
METHOTREXATE,METHOTREXATE,Current,,03/13/2026,03/13/2023
BUMETANIDE,BUMETANIDE,Current,,03/12/2026,01/31/2018
PHOTREXA CROSS-LINKING KIT,RIBOFLAVIN 5-PHOSPHATE OPHTHALMIC,To Be Discontinued,,01/20/2026,01/20/2026
GLYBURIDE,GLYBURIDE,To Be Discontinued,,06/10/2025,06/10/2025
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,To Be Discontinued,,06/13/2025,06/13/2025
DOCETAXEL,DOCETAXEL ANHYDROUS,To Be Discontinued,,06/24/2025,06/24/2025
METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,Current,,03/16/2026,12/15/2021
BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/20/2018
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,11/13/2025,03/27/2018
HEPARIN SODIUM,HEPARIN SODIUM,Current,,03/17/2026,11/14/2017
ULTIVA,REMIFENTANIL HYDROCHLORIDE,Current,,03/18/2026,06/28/2022
,Doxercalciferol Injection,To Be Discontinued,,12/10/2025,12/10/2025
METRONIDAZOLE,METRONIDAZOLE,Current,,11/13/2025,01/13/2022
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/17/2026,02/20/2018
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,03/18/2026,03/23/2018
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,10/15/2025,10/12/2022
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,08/19/2025,02/15/2023
XYLOCAINE,"LIDOCAINE HYDROCHLORIDE,EPINEPHRINE BITARTRATE",Current,,03/17/2026,10/14/2016
MIDAZOLAM,MIDAZOLAM HYDROCHLORIDE,Current,,03/17/2026,04/02/2020
CARBOPLATIN,CARBOPLATIN,Current,,03/18/2026,04/28/2023
STERILE WATER,WATER,Current,,03/13/2026,11/23/2021
IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE,To Be Discontinued,,02/24/2026,02/24/2026
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
,Everolimus Tablet,To Be Discontinued,,11/03/2025,11/03/2025
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/23/2026,12/06/2018
PREVALITE,CHOLESTYRAMINE,To Be Discontinued,,05/14/2025,05/14/2025
STERILE WATER,WATER,Current,,03/23/2026,04/28/2023
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,09/17/2025,03/23/2018
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
FENTANYL CITRATE,FENTANYL CITRATE,Current,,03/12/2026,12/20/2023
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/17/2026,10/31/2017
CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Current,,03/23/2026,03/21/2023
AZACITIDINE,AZACITIDINE,Current,,03/18/2026,12/22/2020
,Lidocaine Hydrochloride Injection,Current,,08/19/2025,02/22/2012
SODIUM ACETATE,SODIUM ACETATE,Current,,03/13/2026,02/03/2016
FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE,Current,,02/02/2026,08/03/2022
NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,Resolved,,02/11/2026,02/29/2024
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,03/18/2026,02/08/2019
,Baclofen Tablet,To Be Discontinued,,04/23/2025,04/23/2025
DEXTROAMPHETAMINE SACCHARATE AND AMPHETAMINE ASPARTATE AND DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE,DEXTROAMPHETAMINE SACCHARATE AND AMPHETAMINE ASPARTATE AND DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE,Current,,03/16/2026,10/12/2022
SUFENTANIL CITRATE,SUFENTANIL CITRATE,Current,,03/13/2026,05/03/2022
FUROSEMIDE,FUROSEMIDE,Current,,03/23/2026,04/07/2020
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/27/2026,04/10/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,07/14/2023
BUMETANIDE,BUMETANIDE,Current,,03/12/2026,01/31/2018
LIDOCAINE HYDROCHLORIDE AND DEXTROSE,LIDOCAINE HYDROCHLORIDE ANHYDROUS AND DEXTROSE MONOHYDRATE,Current,,03/19/2026,10/25/2017
MARCAINE WITH EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/13/2026,02/20/2018
DEXTROAMPHETAMINE SACCHARATE AND AMPHETAMINE ASPARTATE AND DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE,DEXTROAMPHETAMINE SACCHARATE AND AMPHETAMINE ASPARTATE AND DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE,Current,,03/16/2026,10/12/2022
STERILE WATER,WATER,Current,,03/18/2026,04/28/2023
LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/22/2012
MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,To Be Discontinued,,04/28/2025,04/28/2025
DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,Current,,03/17/2026,03/12/2021
OMEPRAZOLE,OMEPRAZOLE,To Be Discontinued,,10/09/2025,10/09/2025
CLINDAMYCIN PALMITATE HYDROCHLORIDE (PEDIATRIC),CLINDAMYCIN PALMITATE HYDROCHLORIDE,To Be Discontinued,,02/27/2026,02/27/2026
VICTOZA,LIRAGLUTIDE,Current,,03/16/2026,07/18/2023
,Sufentanil Citrate Injection,Current,,03/12/2026,05/03/2022
,Esterified Estrogens Tablet,To Be Discontinued,,07/29/2025,07/29/2025
NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,Resolved,,02/11/2026,02/29/2024
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,09/29/2025,04/10/2020
DELFLEX,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE",To Be Discontinued,,03/10/2026,03/10/2026
CLONAZEPAM,CLONAZEPAM,Current,,01/05/2026,03/10/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,12/15/2025,07/14/2023
BACLOFEN,BACLOFEN,To Be Discontinued,,04/23/2025,04/23/2025
EZETIMIBE,EZETIMIBE,To Be Discontinued,,06/27/2025,06/27/2025
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,02/09/2026,04/10/2020
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,05/19/2025,05/19/2025
DESONIDE,DESONIDE,To Be Discontinued,,05/28/2025,05/28/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
ALLOPURINOL,ALLOPURINOL,To Be Discontinued,,02/19/2026,02/19/2026
FENTANYL CITRATE,FENTANYL CITRATE,Current,,03/12/2026,12/20/2023
,Obeticholic Acid Tablet,To Be Discontinued,,09/19/2025,09/19/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/17/2026,03/01/2022
KLOR-CON,POTASSIUM CHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
KIT FOR THE PREPARATION OF TECHNETIUM TC99M PYROPHOSPHATE,TECHNETIUM TC99M PYROPHOSPHATE,Current,,03/18/2026,12/27/2023
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
PEMETREXED,PEMETREXED DISODIUM,To Be Discontinued,,10/10/2025,10/10/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/18/2026,02/14/2022
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/12/2026,07/14/2023
BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/20/2018
,Lincomycin Hydrochloride Injection,To Be Discontinued,,03/26/2026,03/26/2026
"ALBUTEROL SULFATE INHALATION SOLUTION, 0.5%",ALBUTEROL SULFATE,Current,,03/16/2026,10/25/2022
GLUCOTROL XL,GLIPIZIDE,To Be Discontinued,,07/24/2025,07/24/2025
,Phentermine Hydrochloride Tablet,To Be Discontinued,,06/13/2025,06/13/2025
DOBUTAMINE HYDROCHLORIDE IN DEXTROSE,DOBUTAMINE HYDROCHLORIDE,Current,,03/23/2026,11/06/2017
